actual_deaths,date,county_state,deaths_predicted_county,deaths_predicted_shared,deaths_predicted_ensemble,date_of_10_deaths,days_since_10_deaths
0,2020-03-14,"New York County, NY",NA,NA,NA,2020-03-22,-8
4,2020-03-15,"New York County, NY",NA,NA,NA,2020-03-22,-7
0,2020-03-16,"New York County, NY",NA,NA,NA,2020-03-22,-6
0,2020-03-17,"New York County, NY",NA,NA,NA,2020-03-22,-5
0,2020-03-18,"New York County, NY",NA,NA,NA,2020-03-22,-4
0,2020-03-19,"New York County, NY",NA,NA,NA,2020-03-22,-3
0,2020-03-20,"New York County, NY",NA,NA,NA,2020-03-22,-2
0,2020-03-21,"New York County, NY",NA,NA,NA,2020-03-22,-1
10,2020-03-22,"New York County, NY",NA,NA,NA,2020-03-22,0
19,2020-03-23,"New York County, NY",NA,NA,NA,2020-03-22,1
35,2020-03-24,"New York County, NY",NA,NA,NA,2020-03-22,2
43,2020-03-25,"New York County, NY",NA,NA,NA,2020-03-22,3
55,2020-03-26,"New York County, NY",NA,NA,NA,2020-03-22,4
65,2020-03-27,"New York County, NY",NA,NA,NA,2020-03-22,5
93,2020-03-28,"New York County, NY",NA,NA,NA,2020-03-22,6
103,2020-03-29,"New York County, NY",NA,NA,NA,2020-03-22,7
119,2020-03-30,"New York County, NY",134.07330968999997,122.69790364935174,127.02666678000001,2020-03-22,8
129,2020-03-31,"New York County, NY",167.87569322999997,146.0317631547788,154.34418725,2020-03-22,9
165,2020-04-01,"New York County, NY",210.20028851,173.6905916398481,187.58388294,2020-03-22,10
0,2020-01-22,"Wayne County, MI",NA,NA,NA,2020-03-24,-62
0,2020-01-23,"Wayne County, MI",NA,NA,NA,2020-03-24,-61
0,2020-01-24,"Wayne County, MI",NA,NA,NA,2020-03-24,-60
0,2020-01-25,"Wayne County, MI",NA,NA,NA,2020-03-24,-59
0,2020-01-26,"Wayne County, MI",NA,NA,NA,2020-03-24,-58
0,2020-01-27,"Wayne County, MI",NA,NA,NA,2020-03-24,-57
0,2020-01-28,"Wayne County, MI",NA,NA,NA,2020-03-24,-56
0,2020-01-29,"Wayne County, MI",NA,NA,NA,2020-03-24,-55
0,2020-01-30,"Wayne County, MI",NA,NA,NA,2020-03-24,-54
0,2020-01-31,"Wayne County, MI",NA,NA,NA,2020-03-24,-53
0,2020-02-01,"Wayne County, MI",NA,NA,NA,2020-03-24,-52
0,2020-02-02,"Wayne County, MI",NA,NA,NA,2020-03-24,-51
0,2020-02-03,"Wayne County, MI",NA,NA,NA,2020-03-24,-50
0,2020-02-04,"Wayne County, MI",NA,NA,NA,2020-03-24,-49
0,2020-02-05,"Wayne County, MI",NA,NA,NA,2020-03-24,-48
0,2020-02-06,"Wayne County, MI",NA,NA,NA,2020-03-24,-47
0,2020-02-07,"Wayne County, MI",NA,NA,NA,2020-03-24,-46
0,2020-02-08,"Wayne County, MI",NA,NA,NA,2020-03-24,-45
0,2020-02-09,"Wayne County, MI",NA,NA,NA,2020-03-24,-44
0,2020-02-10,"Wayne County, MI",NA,NA,NA,2020-03-24,-43
0,2020-02-11,"Wayne County, MI",NA,NA,NA,2020-03-24,-42
0,2020-02-12,"Wayne County, MI",NA,NA,NA,2020-03-24,-41
0,2020-02-13,"Wayne County, MI",NA,NA,NA,2020-03-24,-40
0,2020-02-14,"Wayne County, MI",NA,NA,NA,2020-03-24,-39
0,2020-02-15,"Wayne County, MI",NA,NA,NA,2020-03-24,-38
0,2020-02-16,"Wayne County, MI",NA,NA,NA,2020-03-24,-37
0,2020-02-17,"Wayne County, MI",NA,NA,NA,2020-03-24,-36
0,2020-02-18,"Wayne County, MI",NA,NA,NA,2020-03-24,-35
0,2020-02-19,"Wayne County, MI",NA,NA,NA,2020-03-24,-34
0,2020-02-20,"Wayne County, MI",NA,NA,NA,2020-03-24,-33
0,2020-02-21,"Wayne County, MI",NA,NA,NA,2020-03-24,-32
0,2020-02-22,"Wayne County, MI",NA,NA,NA,2020-03-24,-31
0,2020-02-23,"Wayne County, MI",NA,NA,NA,2020-03-24,-30
0,2020-02-24,"Wayne County, MI",NA,NA,NA,2020-03-24,-29
0,2020-02-25,"Wayne County, MI",NA,NA,NA,2020-03-24,-28
0,2020-02-26,"Wayne County, MI",NA,NA,NA,2020-03-24,-27
0,2020-02-27,"Wayne County, MI",NA,NA,NA,2020-03-24,-26
0,2020-02-28,"Wayne County, MI",NA,NA,NA,2020-03-24,-25
0,2020-02-29,"Wayne County, MI",NA,NA,NA,2020-03-24,-24
0,2020-03-01,"Wayne County, MI",NA,NA,NA,2020-03-24,-23
0,2020-03-02,"Wayne County, MI",NA,NA,NA,2020-03-24,-22
0,2020-03-03,"Wayne County, MI",NA,NA,NA,2020-03-24,-21
0,2020-03-04,"Wayne County, MI",NA,NA,NA,2020-03-24,-20
0,2020-03-05,"Wayne County, MI",NA,NA,NA,2020-03-24,-19
0,2020-03-06,"Wayne County, MI",NA,NA,NA,2020-03-24,-18
0,2020-03-07,"Wayne County, MI",NA,NA,NA,2020-03-24,-17
0,2020-03-08,"Wayne County, MI",NA,NA,NA,2020-03-24,-16
0,2020-03-09,"Wayne County, MI",NA,NA,NA,2020-03-24,-15
0,2020-03-10,"Wayne County, MI",NA,NA,NA,2020-03-24,-14
0,2020-03-11,"Wayne County, MI",NA,NA,NA,2020-03-24,-13
0,2020-03-12,"Wayne County, MI",NA,NA,NA,2020-03-24,-12
0,2020-03-13,"Wayne County, MI",NA,NA,NA,2020-03-24,-11
0,2020-03-14,"Wayne County, MI",NA,NA,NA,2020-03-24,-10
0,2020-03-15,"Wayne County, MI",NA,NA,NA,2020-03-24,-9
0,2020-03-16,"Wayne County, MI",NA,NA,NA,2020-03-24,-8
0,2020-03-17,"Wayne County, MI",NA,NA,NA,2020-03-24,-7
1,2020-03-18,"Wayne County, MI",NA,NA,NA,2020-03-24,-6
1,2020-03-19,"Wayne County, MI",NA,NA,NA,2020-03-24,-5
3,2020-03-20,"Wayne County, MI",NA,NA,NA,2020-03-24,-4
4,2020-03-21,"Wayne County, MI",NA,NA,NA,2020-03-24,-3
5,2020-03-22,"Wayne County, MI",NA,NA,NA,2020-03-24,-2
8,2020-03-23,"Wayne County, MI",NA,NA,NA,2020-03-24,-1
13,2020-03-24,"Wayne County, MI",NA,NA,NA,2020-03-24,0
21,2020-03-25,"Wayne County, MI",NA,NA,NA,2020-03-24,1
26,2020-03-26,"Wayne County, MI",NA,NA,NA,2020-03-24,2
37,2020-03-27,"Wayne County, MI",NA,NA,NA,2020-03-24,3
46,2020-03-28,"Wayne County, MI",NA,NA,NA,2020-03-24,4
56,2020-03-29,"Wayne County, MI",NA,NA,NA,2020-03-24,5
83,2020-03-30,"Wayne County, MI",73.73321153,67.09710993778236,70.05801556,2020-03-24,6
120,2020-03-31,"Wayne County, MI",94.51801873,80.21323100168104,86.59576234,2020-03-24,7
146,2020-04-01,"Wayne County, MI",121.16189812999998,95.72594628962976,107.07499689,2020-03-24,8
0,2020-01-22,"Orleans County, LA",NA,NA,NA,2020-03-20,-58
0,2020-01-23,"Orleans County, LA",NA,NA,NA,2020-03-20,-57
0,2020-01-24,"Orleans County, LA",NA,NA,NA,2020-03-20,-56
0,2020-01-25,"Orleans County, LA",NA,NA,NA,2020-03-20,-55
0,2020-01-26,"Orleans County, LA",NA,NA,NA,2020-03-20,-54
0,2020-01-27,"Orleans County, LA",NA,NA,NA,2020-03-20,-53
0,2020-01-28,"Orleans County, LA",NA,NA,NA,2020-03-20,-52
0,2020-01-29,"Orleans County, LA",NA,NA,NA,2020-03-20,-51
0,2020-01-30,"Orleans County, LA",NA,NA,NA,2020-03-20,-50
0,2020-01-31,"Orleans County, LA",NA,NA,NA,2020-03-20,-49
0,2020-02-01,"Orleans County, LA",NA,NA,NA,2020-03-20,-48
0,2020-02-02,"Orleans County, LA",NA,NA,NA,2020-03-20,-47
0,2020-02-03,"Orleans County, LA",NA,NA,NA,2020-03-20,-46
0,2020-02-04,"Orleans County, LA",NA,NA,NA,2020-03-20,-45
0,2020-02-05,"Orleans County, LA",NA,NA,NA,2020-03-20,-44
0,2020-02-06,"Orleans County, LA",NA,NA,NA,2020-03-20,-43
0,2020-02-07,"Orleans County, LA",NA,NA,NA,2020-03-20,-42
0,2020-02-08,"Orleans County, LA",NA,NA,NA,2020-03-20,-41
0,2020-02-09,"Orleans County, LA",NA,NA,NA,2020-03-20,-40
0,2020-02-10,"Orleans County, LA",NA,NA,NA,2020-03-20,-39
0,2020-02-11,"Orleans County, LA",NA,NA,NA,2020-03-20,-38
0,2020-02-12,"Orleans County, LA",NA,NA,NA,2020-03-20,-37
0,2020-02-13,"Orleans County, LA",NA,NA,NA,2020-03-20,-36
0,2020-02-14,"Orleans County, LA",NA,NA,NA,2020-03-20,-35
0,2020-02-15,"Orleans County, LA",NA,NA,NA,2020-03-20,-34
0,2020-02-16,"Orleans County, LA",NA,NA,NA,2020-03-20,-33
0,2020-02-17,"Orleans County, LA",NA,NA,NA,2020-03-20,-32
0,2020-02-18,"Orleans County, LA",NA,NA,NA,2020-03-20,-31
0,2020-02-19,"Orleans County, LA",NA,NA,NA,2020-03-20,-30
0,2020-02-20,"Orleans County, LA",NA,NA,NA,2020-03-20,-29
0,2020-02-21,"Orleans County, LA",NA,NA,NA,2020-03-20,-28
0,2020-02-22,"Orleans County, LA",NA,NA,NA,2020-03-20,-27
0,2020-02-23,"Orleans County, LA",NA,NA,NA,2020-03-20,-26
0,2020-02-24,"Orleans County, LA",NA,NA,NA,2020-03-20,-25
0,2020-02-25,"Orleans County, LA",NA,NA,NA,2020-03-20,-24
0,2020-02-26,"Orleans County, LA",NA,NA,NA,2020-03-20,-23
0,2020-02-27,"Orleans County, LA",NA,NA,NA,2020-03-20,-22
0,2020-02-28,"Orleans County, LA",NA,NA,NA,2020-03-20,-21
0,2020-02-29,"Orleans County, LA",NA,NA,NA,2020-03-20,-20
0,2020-03-01,"Orleans County, LA",NA,NA,NA,2020-03-20,-19
0,2020-03-02,"Orleans County, LA",NA,NA,NA,2020-03-20,-18
0,2020-03-03,"Orleans County, LA",NA,NA,NA,2020-03-20,-17
0,2020-03-04,"Orleans County, LA",NA,NA,NA,2020-03-20,-16
0,2020-03-05,"Orleans County, LA",NA,NA,NA,2020-03-20,-15
0,2020-03-06,"Orleans County, LA",NA,NA,NA,2020-03-20,-14
0,2020-03-07,"Orleans County, LA",NA,NA,NA,2020-03-20,-13
0,2020-03-08,"Orleans County, LA",NA,NA,NA,2020-03-20,-12
0,2020-03-09,"Orleans County, LA",NA,NA,NA,2020-03-20,-11
0,2020-03-10,"Orleans County, LA",NA,NA,NA,2020-03-20,-10
0,2020-03-11,"Orleans County, LA",NA,NA,NA,2020-03-20,-9
0,2020-03-12,"Orleans County, LA",NA,NA,NA,2020-03-20,-8
0,2020-03-13,"Orleans County, LA",NA,NA,NA,2020-03-20,-7
1,2020-03-14,"Orleans County, LA",NA,NA,NA,2020-03-20,-6
2,2020-03-15,"Orleans County, LA",NA,NA,NA,2020-03-20,-5
3,2020-03-16,"Orleans County, LA",NA,NA,NA,2020-03-20,-4
4,2020-03-17,"Orleans County, LA",NA,NA,NA,2020-03-20,-3
6,2020-03-18,"Orleans County, LA",NA,NA,NA,2020-03-20,-2
8,2020-03-19,"Orleans County, LA",NA,NA,NA,2020-03-20,-1
10,2020-03-20,"Orleans County, LA",NA,NA,NA,2020-03-20,0
15,2020-03-21,"Orleans County, LA",NA,NA,NA,2020-03-20,1
15,2020-03-22,"Orleans County, LA",NA,NA,NA,2020-03-20,2
20,2020-03-23,"Orleans County, LA",NA,NA,NA,2020-03-20,3
26,2020-03-24,"Orleans County, LA",NA,NA,NA,2020-03-20,4
37,2020-03-25,"Orleans County, LA",NA,NA,NA,2020-03-20,5
46,2020-03-26,"Orleans County, LA",NA,NA,NA,2020-03-20,6
57,2020-03-27,"Orleans County, LA",NA,NA,NA,2020-03-20,7
70,2020-03-28,"Orleans County, LA",NA,NA,NA,2020-03-20,8
73,2020-03-29,"Orleans County, LA",NA,NA,NA,2020-03-20,9
86,2020-03-30,"Orleans County, LA",92.01938032,87.19344030560391,89.44071698000002,2020-03-20,10
101,2020-03-31,"Orleans County, LA",109.26419211,103.98551142965631,106.44361409000003,2020-03-20,11
115,2020-04-01,"Orleans County, LA",129.74075282999996,123.86495839585126,126.60111669000001,2020-03-20,12
0,2020-01-22,"Oakland County, MI",NA,NA,NA,2020-03-25,-63
0,2020-01-23,"Oakland County, MI",NA,NA,NA,2020-03-25,-62
0,2020-01-24,"Oakland County, MI",NA,NA,NA,2020-03-25,-61
0,2020-01-25,"Oakland County, MI",NA,NA,NA,2020-03-25,-60
0,2020-01-26,"Oakland County, MI",NA,NA,NA,2020-03-25,-59
0,2020-01-27,"Oakland County, MI",NA,NA,NA,2020-03-25,-58
0,2020-01-28,"Oakland County, MI",NA,NA,NA,2020-03-25,-57
0,2020-01-29,"Oakland County, MI",NA,NA,NA,2020-03-25,-56
0,2020-01-30,"Oakland County, MI",NA,NA,NA,2020-03-25,-55
0,2020-01-31,"Oakland County, MI",NA,NA,NA,2020-03-25,-54
0,2020-02-01,"Oakland County, MI",NA,NA,NA,2020-03-25,-53
0,2020-02-02,"Oakland County, MI",NA,NA,NA,2020-03-25,-52
0,2020-02-03,"Oakland County, MI",NA,NA,NA,2020-03-25,-51
0,2020-02-04,"Oakland County, MI",NA,NA,NA,2020-03-25,-50
0,2020-02-05,"Oakland County, MI",NA,NA,NA,2020-03-25,-49
0,2020-02-06,"Oakland County, MI",NA,NA,NA,2020-03-25,-48
0,2020-02-07,"Oakland County, MI",NA,NA,NA,2020-03-25,-47
0,2020-02-08,"Oakland County, MI",NA,NA,NA,2020-03-25,-46
0,2020-02-09,"Oakland County, MI",NA,NA,NA,2020-03-25,-45
0,2020-02-10,"Oakland County, MI",NA,NA,NA,2020-03-25,-44
0,2020-02-11,"Oakland County, MI",NA,NA,NA,2020-03-25,-43
0,2020-02-12,"Oakland County, MI",NA,NA,NA,2020-03-25,-42
0,2020-02-13,"Oakland County, MI",NA,NA,NA,2020-03-25,-41
0,2020-02-14,"Oakland County, MI",NA,NA,NA,2020-03-25,-40
0,2020-02-15,"Oakland County, MI",NA,NA,NA,2020-03-25,-39
0,2020-02-16,"Oakland County, MI",NA,NA,NA,2020-03-25,-38
0,2020-02-17,"Oakland County, MI",NA,NA,NA,2020-03-25,-37
0,2020-02-18,"Oakland County, MI",NA,NA,NA,2020-03-25,-36
0,2020-02-19,"Oakland County, MI",NA,NA,NA,2020-03-25,-35
0,2020-02-20,"Oakland County, MI",NA,NA,NA,2020-03-25,-34
0,2020-02-21,"Oakland County, MI",NA,NA,NA,2020-03-25,-33
0,2020-02-22,"Oakland County, MI",NA,NA,NA,2020-03-25,-32
0,2020-02-23,"Oakland County, MI",NA,NA,NA,2020-03-25,-31
0,2020-02-24,"Oakland County, MI",NA,NA,NA,2020-03-25,-30
0,2020-02-25,"Oakland County, MI",NA,NA,NA,2020-03-25,-29
0,2020-02-26,"Oakland County, MI",NA,NA,NA,2020-03-25,-28
0,2020-02-27,"Oakland County, MI",NA,NA,NA,2020-03-25,-27
0,2020-02-28,"Oakland County, MI",NA,NA,NA,2020-03-25,-26
0,2020-02-29,"Oakland County, MI",NA,NA,NA,2020-03-25,-25
0,2020-03-01,"Oakland County, MI",NA,NA,NA,2020-03-25,-24
0,2020-03-02,"Oakland County, MI",NA,NA,NA,2020-03-25,-23
0,2020-03-03,"Oakland County, MI",NA,NA,NA,2020-03-25,-22
0,2020-03-04,"Oakland County, MI",NA,NA,NA,2020-03-25,-21
0,2020-03-05,"Oakland County, MI",NA,NA,NA,2020-03-25,-20
0,2020-03-06,"Oakland County, MI",NA,NA,NA,2020-03-25,-19
0,2020-03-07,"Oakland County, MI",NA,NA,NA,2020-03-25,-18
0,2020-03-08,"Oakland County, MI",NA,NA,NA,2020-03-25,-17
0,2020-03-09,"Oakland County, MI",NA,NA,NA,2020-03-25,-16
0,2020-03-10,"Oakland County, MI",NA,NA,NA,2020-03-25,-15
0,2020-03-11,"Oakland County, MI",NA,NA,NA,2020-03-25,-14
0,2020-03-12,"Oakland County, MI",NA,NA,NA,2020-03-25,-13
0,2020-03-13,"Oakland County, MI",NA,NA,NA,2020-03-25,-12
0,2020-03-14,"Oakland County, MI",NA,NA,NA,2020-03-25,-11
0,2020-03-15,"Oakland County, MI",NA,NA,NA,2020-03-25,-10
0,2020-03-16,"Oakland County, MI",NA,NA,NA,2020-03-25,-9
0,2020-03-17,"Oakland County, MI",NA,NA,NA,2020-03-25,-8
0,2020-03-18,"Oakland County, MI",NA,NA,NA,2020-03-25,-7
0,2020-03-19,"Oakland County, MI",NA,NA,NA,2020-03-25,-6
0,2020-03-20,"Oakland County, MI",NA,NA,NA,2020-03-25,-5
1,2020-03-21,"Oakland County, MI",NA,NA,NA,2020-03-25,-4
1,2020-03-22,"Oakland County, MI",NA,NA,NA,2020-03-25,-3
4,2020-03-23,"Oakland County, MI",NA,NA,NA,2020-03-25,-2
4,2020-03-24,"Oakland County, MI",NA,NA,NA,2020-03-25,-1
10,2020-03-25,"Oakland County, MI",NA,NA,NA,2020-03-25,0
15,2020-03-26,"Oakland County, MI",NA,NA,NA,2020-03-25,1
26,2020-03-27,"Oakland County, MI",NA,NA,NA,2020-03-25,2
31,2020-03-28,"Oakland County, MI",NA,NA,NA,2020-03-25,3
31,2020-03-29,"Oakland County, MI",NA,NA,NA,2020-03-25,4
48,2020-03-30,"Oakland County, MI",46.62207563000001,37.58746514868037,40.633511430000006,2020-03-25,5
70,2020-03-31,"Oakland County, MI",60.72735304000001,45.356838011029815,50.539053700000004,2020-03-25,6
99,2020-04-01,"Oakland County, MI",79.10011208,54.52651063339192,62.81157476999999,2020-03-25,7
0,2020-01-22,"Bergen County, NJ",NA,NA,NA,2020-03-24,-62
0,2020-01-23,"Bergen County, NJ",NA,NA,NA,2020-03-24,-61
0,2020-01-24,"Bergen County, NJ",NA,NA,NA,2020-03-24,-60
0,2020-01-25,"Bergen County, NJ",NA,NA,NA,2020-03-24,-59
0,2020-01-26,"Bergen County, NJ",NA,NA,NA,2020-03-24,-58
0,2020-01-27,"Bergen County, NJ",NA,NA,NA,2020-03-24,-57
0,2020-01-28,"Bergen County, NJ",NA,NA,NA,2020-03-24,-56
0,2020-01-29,"Bergen County, NJ",NA,NA,NA,2020-03-24,-55
0,2020-01-30,"Bergen County, NJ",NA,NA,NA,2020-03-24,-54
0,2020-01-31,"Bergen County, NJ",NA,NA,NA,2020-03-24,-53
0,2020-02-01,"Bergen County, NJ",NA,NA,NA,2020-03-24,-52
0,2020-02-02,"Bergen County, NJ",NA,NA,NA,2020-03-24,-51
0,2020-02-03,"Bergen County, NJ",NA,NA,NA,2020-03-24,-50
0,2020-02-04,"Bergen County, NJ",NA,NA,NA,2020-03-24,-49
0,2020-02-05,"Bergen County, NJ",NA,NA,NA,2020-03-24,-48
0,2020-02-06,"Bergen County, NJ",NA,NA,NA,2020-03-24,-47
0,2020-02-07,"Bergen County, NJ",NA,NA,NA,2020-03-24,-46
0,2020-02-08,"Bergen County, NJ",NA,NA,NA,2020-03-24,-45
0,2020-02-09,"Bergen County, NJ",NA,NA,NA,2020-03-24,-44
0,2020-02-10,"Bergen County, NJ",NA,NA,NA,2020-03-24,-43
0,2020-02-11,"Bergen County, NJ",NA,NA,NA,2020-03-24,-42
0,2020-02-12,"Bergen County, NJ",NA,NA,NA,2020-03-24,-41
0,2020-02-13,"Bergen County, NJ",NA,NA,NA,2020-03-24,-40
0,2020-02-14,"Bergen County, NJ",NA,NA,NA,2020-03-24,-39
0,2020-02-15,"Bergen County, NJ",NA,NA,NA,2020-03-24,-38
0,2020-02-16,"Bergen County, NJ",NA,NA,NA,2020-03-24,-37
0,2020-02-17,"Bergen County, NJ",NA,NA,NA,2020-03-24,-36
0,2020-02-18,"Bergen County, NJ",NA,NA,NA,2020-03-24,-35
0,2020-02-19,"Bergen County, NJ",NA,NA,NA,2020-03-24,-34
0,2020-02-20,"Bergen County, NJ",NA,NA,NA,2020-03-24,-33
0,2020-02-21,"Bergen County, NJ",NA,NA,NA,2020-03-24,-32
0,2020-02-22,"Bergen County, NJ",NA,NA,NA,2020-03-24,-31
0,2020-02-23,"Bergen County, NJ",NA,NA,NA,2020-03-24,-30
0,2020-02-24,"Bergen County, NJ",NA,NA,NA,2020-03-24,-29
0,2020-02-25,"Bergen County, NJ",NA,NA,NA,2020-03-24,-28
0,2020-02-26,"Bergen County, NJ",NA,NA,NA,2020-03-24,-27
0,2020-02-27,"Bergen County, NJ",NA,NA,NA,2020-03-24,-26
0,2020-02-28,"Bergen County, NJ",NA,NA,NA,2020-03-24,-25
0,2020-02-29,"Bergen County, NJ",NA,NA,NA,2020-03-24,-24
0,2020-03-01,"Bergen County, NJ",NA,NA,NA,2020-03-24,-23
0,2020-03-02,"Bergen County, NJ",NA,NA,NA,2020-03-24,-22
0,2020-03-03,"Bergen County, NJ",NA,NA,NA,2020-03-24,-21
0,2020-03-04,"Bergen County, NJ",NA,NA,NA,2020-03-24,-20
0,2020-03-05,"Bergen County, NJ",NA,NA,NA,2020-03-24,-19
0,2020-03-06,"Bergen County, NJ",NA,NA,NA,2020-03-24,-18
0,2020-03-07,"Bergen County, NJ",NA,NA,NA,2020-03-24,-17
0,2020-03-08,"Bergen County, NJ",NA,NA,NA,2020-03-24,-16
1,2020-03-09,"Bergen County, NJ",NA,NA,NA,2020-03-24,-15
1,2020-03-10,"Bergen County, NJ",NA,NA,NA,2020-03-24,-14
1,2020-03-11,"Bergen County, NJ",NA,NA,NA,2020-03-24,-13
1,2020-03-12,"Bergen County, NJ",NA,NA,NA,2020-03-24,-12
1,2020-03-13,"Bergen County, NJ",NA,NA,NA,2020-03-24,-11
1,2020-03-14,"Bergen County, NJ",NA,NA,NA,2020-03-24,-10
1,2020-03-15,"Bergen County, NJ",NA,NA,NA,2020-03-24,-9
2,2020-03-16,"Bergen County, NJ",NA,NA,NA,2020-03-24,-8
2,2020-03-17,"Bergen County, NJ",NA,NA,NA,2020-03-24,-7
2,2020-03-18,"Bergen County, NJ",NA,NA,NA,2020-03-24,-6
3,2020-03-19,"Bergen County, NJ",NA,NA,NA,2020-03-24,-5
4,2020-03-20,"Bergen County, NJ",NA,NA,NA,2020-03-24,-4
6,2020-03-21,"Bergen County, NJ",NA,NA,NA,2020-03-24,-3
7,2020-03-22,"Bergen County, NJ",NA,NA,NA,2020-03-24,-2
9,2020-03-23,"Bergen County, NJ",NA,NA,NA,2020-03-24,-1
14,2020-03-24,"Bergen County, NJ",NA,NA,NA,2020-03-24,0
14,2020-03-25,"Bergen County, NJ",NA,NA,NA,2020-03-24,1
17,2020-03-26,"Bergen County, NJ",NA,NA,NA,2020-03-24,2
24,2020-03-27,"Bergen County, NJ",NA,NA,NA,2020-03-24,3
32,2020-03-28,"Bergen County, NJ",NA,NA,NA,2020-03-24,4
32,2020-03-29,"Bergen County, NJ",NA,NA,NA,2020-03-24,5
32,2020-03-30,"Bergen County, NJ",43.747011549999996,38.766526039605715,41.26340289000001,2020-03-24,6
45,2020-03-31,"Bergen County, NJ",54.440910380000005,46.747992550284096,50.604698559999996,2020-03-24,7
75,2020-04-01,"Bergen County, NJ",67.74891856,56.16903366177953,61.97440072,2020-03-24,8
0,2020-01-22,"Richmond County, NY",NA,NA,NA,2020-03-23,-61
0,2020-01-23,"Richmond County, NY",NA,NA,NA,2020-03-23,-60
0,2020-01-24,"Richmond County, NY",NA,NA,NA,2020-03-23,-59
0,2020-01-25,"Richmond County, NY",NA,NA,NA,2020-03-23,-58
0,2020-01-26,"Richmond County, NY",NA,NA,NA,2020-03-23,-57
0,2020-01-27,"Richmond County, NY",NA,NA,NA,2020-03-23,-56
0,2020-01-28,"Richmond County, NY",NA,NA,NA,2020-03-23,-55
0,2020-01-29,"Richmond County, NY",NA,NA,NA,2020-03-23,-54
0,2020-01-30,"Richmond County, NY",NA,NA,NA,2020-03-23,-53
0,2020-01-31,"Richmond County, NY",NA,NA,NA,2020-03-23,-52
0,2020-02-01,"Richmond County, NY",NA,NA,NA,2020-03-23,-51
0,2020-02-02,"Richmond County, NY",NA,NA,NA,2020-03-23,-50
0,2020-02-03,"Richmond County, NY",NA,NA,NA,2020-03-23,-49
0,2020-02-04,"Richmond County, NY",NA,NA,NA,2020-03-23,-48
0,2020-02-05,"Richmond County, NY",NA,NA,NA,2020-03-23,-47
0,2020-02-06,"Richmond County, NY",NA,NA,NA,2020-03-23,-46
0,2020-02-07,"Richmond County, NY",NA,NA,NA,2020-03-23,-45
0,2020-02-08,"Richmond County, NY",NA,NA,NA,2020-03-23,-44
0,2020-02-09,"Richmond County, NY",NA,NA,NA,2020-03-23,-43
0,2020-02-10,"Richmond County, NY",NA,NA,NA,2020-03-23,-42
0,2020-02-11,"Richmond County, NY",NA,NA,NA,2020-03-23,-41
0,2020-02-12,"Richmond County, NY",NA,NA,NA,2020-03-23,-40
0,2020-02-13,"Richmond County, NY",NA,NA,NA,2020-03-23,-39
0,2020-02-14,"Richmond County, NY",NA,NA,NA,2020-03-23,-38
0,2020-02-15,"Richmond County, NY",NA,NA,NA,2020-03-23,-37
0,2020-02-16,"Richmond County, NY",NA,NA,NA,2020-03-23,-36
0,2020-02-17,"Richmond County, NY",NA,NA,NA,2020-03-23,-35
0,2020-02-18,"Richmond County, NY",NA,NA,NA,2020-03-23,-34
0,2020-02-19,"Richmond County, NY",NA,NA,NA,2020-03-23,-33
