actual_deaths,date,county_state,deaths_predicted_county,deaths_predicted_shared,deaths_predicted_ensemble,date_of_10_deaths,days_since_10_deaths
0,2020-02-20,"Richmond County, NY",NA,NA,NA,2020-03-23,-32
0,2020-02-21,"Richmond County, NY",NA,NA,NA,2020-03-23,-31
0,2020-02-22,"Richmond County, NY",NA,NA,NA,2020-03-23,-30
0,2020-02-23,"Richmond County, NY",NA,NA,NA,2020-03-23,-29
0,2020-02-24,"Richmond County, NY",NA,NA,NA,2020-03-23,-28
0,2020-02-25,"Richmond County, NY",NA,NA,NA,2020-03-23,-27
0,2020-02-26,"Richmond County, NY",NA,NA,NA,2020-03-23,-26
0,2020-02-27,"Richmond County, NY",NA,NA,NA,2020-03-23,-25
0,2020-02-28,"Richmond County, NY",NA,NA,NA,2020-03-23,-24
0,2020-02-29,"Richmond County, NY",NA,NA,NA,2020-03-23,-23
0,2020-03-01,"Richmond County, NY",NA,NA,NA,2020-03-23,-22
0,2020-03-02,"Richmond County, NY",NA,NA,NA,2020-03-23,-21
0,2020-03-03,"Richmond County, NY",NA,NA,NA,2020-03-23,-20
0,2020-03-04,"Richmond County, NY",NA,NA,NA,2020-03-23,-19
0,2020-03-05,"Richmond County, NY",NA,NA,NA,2020-03-23,-18
0,2020-03-06,"Richmond County, NY",NA,NA,NA,2020-03-23,-17
0,2020-03-07,"Richmond County, NY",NA,NA,NA,2020-03-23,-16
0,2020-03-08,"Richmond County, NY",NA,NA,NA,2020-03-23,-15
0,2020-03-09,"Richmond County, NY",NA,NA,NA,2020-03-23,-14
0,2020-03-10,"Richmond County, NY",NA,NA,NA,2020-03-23,-13
0,2020-03-11,"Richmond County, NY",NA,NA,NA,2020-03-23,-12
0,2020-03-12,"Richmond County, NY",NA,NA,NA,2020-03-23,-11
0,2020-03-13,"Richmond County, NY",NA,NA,NA,2020-03-23,-10
0,2020-03-14,"Richmond County, NY",NA,NA,NA,2020-03-23,-9
0,2020-03-15,"Richmond County, NY",NA,NA,NA,2020-03-23,-8
0,2020-03-16,"Richmond County, NY",NA,NA,NA,2020-03-23,-7
0,2020-03-17,"Richmond County, NY",NA,NA,NA,2020-03-23,-6
0,2020-03-18,"Richmond County, NY",NA,NA,NA,2020-03-23,-5
0,2020-03-19,"Richmond County, NY",NA,NA,NA,2020-03-23,-4
0,2020-03-20,"Richmond County, NY",NA,NA,NA,2020-03-23,-3
0,2020-03-21,"Richmond County, NY",NA,NA,NA,2020-03-23,-2
4,2020-03-22,"Richmond County, NY",NA,NA,NA,2020-03-23,-1
11,2020-03-23,"Richmond County, NY",NA,NA,NA,2020-03-23,0
4,2020-03-24,"Richmond County, NY",NA,NA,NA,2020-03-23,1
21,2020-03-25,"Richmond County, NY",NA,NA,NA,2020-03-23,2
26,2020-03-26,"Richmond County, NY",NA,NA,NA,2020-03-23,3
33,2020-03-27,"Richmond County, NY",NA,NA,NA,2020-03-23,4
43,2020-03-28,"Richmond County, NY",NA,NA,NA,2020-03-23,5
46,2020-03-29,"Richmond County, NY",NA,NA,NA,2020-03-23,6
58,2020-03-30,"Richmond County, NY",59.45510078,55.28586338087126,56.68508101,2020-03-23,7
67,2020-03-31,"Richmond County, NY",72.74191787000001,66.25335142504463,68.43094787,2020-03-23,8
73,2020-04-01,"Richmond County, NY",88.99802619,79.21566069048036,82.49867313,2020-03-23,9
0,2020-01-22,"Suffolk County, NY",NA,NA,NA,2020-03-24,-62
0,2020-01-23,"Suffolk County, NY",NA,NA,NA,2020-03-24,-61
0,2020-01-24,"Suffolk County, NY",NA,NA,NA,2020-03-24,-60
0,2020-01-25,"Suffolk County, NY",NA,NA,NA,2020-03-24,-59
0,2020-01-26,"Suffolk County, NY",NA,NA,NA,2020-03-24,-58
0,2020-01-27,"Suffolk County, NY",NA,NA,NA,2020-03-24,-57
0,2020-01-28,"Suffolk County, NY",NA,NA,NA,2020-03-24,-56
0,2020-01-29,"Suffolk County, NY",NA,NA,NA,2020-03-24,-55
0,2020-01-30,"Suffolk County, NY",NA,NA,NA,2020-03-24,-54
0,2020-01-31,"Suffolk County, NY",NA,NA,NA,2020-03-24,-53
0,2020-02-01,"Suffolk County, NY",NA,NA,NA,2020-03-24,-52
0,2020-02-02,"Suffolk County, NY",NA,NA,NA,2020-03-24,-51
0,2020-02-03,"Suffolk County, NY",NA,NA,NA,2020-03-24,-50
0,2020-02-04,"Suffolk County, NY",NA,NA,NA,2020-03-24,-49
0,2020-02-05,"Suffolk County, NY",NA,NA,NA,2020-03-24,-48
0,2020-02-06,"Suffolk County, NY",NA,NA,NA,2020-03-24,-47
0,2020-02-07,"Suffolk County, NY",NA,NA,NA,2020-03-24,-46
0,2020-02-08,"Suffolk County, NY",NA,NA,NA,2020-03-24,-45
0,2020-02-09,"Suffolk County, NY",NA,NA,NA,2020-03-24,-44
0,2020-02-10,"Suffolk County, NY",NA,NA,NA,2020-03-24,-43
0,2020-02-11,"Suffolk County, NY",NA,NA,NA,2020-03-24,-42
0,2020-02-12,"Suffolk County, NY",NA,NA,NA,2020-03-24,-41
0,2020-02-13,"Suffolk County, NY",NA,NA,NA,2020-03-24,-40
0,2020-02-14,"Suffolk County, NY",NA,NA,NA,2020-03-24,-39
0,2020-02-15,"Suffolk County, NY",NA,NA,NA,2020-03-24,-38
0,2020-02-16,"Suffolk County, NY",NA,NA,NA,2020-03-24,-37
0,2020-02-17,"Suffolk County, NY",NA,NA,NA,2020-03-24,-36
0,2020-02-18,"Suffolk County, NY",NA,NA,NA,2020-03-24,-35
0,2020-02-19,"Suffolk County, NY",NA,NA,NA,2020-03-24,-34
0,2020-02-20,"Suffolk County, NY",NA,NA,NA,2020-03-24,-33
0,2020-02-21,"Suffolk County, NY",NA,NA,NA,2020-03-24,-32
0,2020-02-22,"Suffolk County, NY",NA,NA,NA,2020-03-24,-31
0,2020-02-23,"Suffolk County, NY",NA,NA,NA,2020-03-24,-30
0,2020-02-24,"Suffolk County, NY",NA,NA,NA,2020-03-24,-29
0,2020-02-25,"Suffolk County, NY",NA,NA,NA,2020-03-24,-28
0,2020-02-26,"Suffolk County, NY",NA,NA,NA,2020-03-24,-27
0,2020-02-27,"Suffolk County, NY",NA,NA,NA,2020-03-24,-26
0,2020-02-28,"Suffolk County, NY",NA,NA,NA,2020-03-24,-25
0,2020-02-29,"Suffolk County, NY",NA,NA,NA,2020-03-24,-24
0,2020-03-01,"Suffolk County, NY",NA,NA,NA,2020-03-24,-23
0,2020-03-02,"Suffolk County, NY",NA,NA,NA,2020-03-24,-22
0,2020-03-03,"Suffolk County, NY",NA,NA,NA,2020-03-24,-21
0,2020-03-04,"Suffolk County, NY",NA,NA,NA,2020-03-24,-20
0,2020-03-05,"Suffolk County, NY",NA,NA,NA,2020-03-24,-19
0,2020-03-06,"Suffolk County, NY",NA,NA,NA,2020-03-24,-18
0,2020-03-07,"Suffolk County, NY",NA,NA,NA,2020-03-24,-17
0,2020-03-08,"Suffolk County, NY",NA,NA,NA,2020-03-24,-16
0,2020-03-09,"Suffolk County, NY",NA,NA,NA,2020-03-24,-15
0,2020-03-10,"Suffolk County, NY",NA,NA,NA,2020-03-24,-14
0,2020-03-11,"Suffolk County, NY",NA,NA,NA,2020-03-24,-13
0,2020-03-12,"Suffolk County, NY",NA,NA,NA,2020-03-24,-12
0,2020-03-13,"Suffolk County, NY",NA,NA,NA,2020-03-24,-11
0,2020-03-14,"Suffolk County, NY",NA,NA,NA,2020-03-24,-10
0,2020-03-15,"Suffolk County, NY",NA,NA,NA,2020-03-24,-9
2,2020-03-16,"Suffolk County, NY",NA,NA,NA,2020-03-24,-8
2,2020-03-17,"Suffolk County, NY",NA,NA,NA,2020-03-24,-7
3,2020-03-18,"Suffolk County, NY",NA,NA,NA,2020-03-24,-6
3,2020-03-19,"Suffolk County, NY",NA,NA,NA,2020-03-24,-5
3,2020-03-20,"Suffolk County, NY",NA,NA,NA,2020-03-24,-4
3,2020-03-21,"Suffolk County, NY",NA,NA,NA,2020-03-24,-3
4,2020-03-22,"Suffolk County, NY",NA,NA,NA,2020-03-24,-2
4,2020-03-23,"Suffolk County, NY",NA,NA,NA,2020-03-24,-1
17,2020-03-24,"Suffolk County, NY",NA,NA,NA,2020-03-24,0
20,2020-03-25,"Suffolk County, NY",NA,NA,NA,2020-03-24,1
22,2020-03-26,"Suffolk County, NY",NA,NA,NA,2020-03-24,2
30,2020-03-27,"Suffolk County, NY",NA,NA,NA,2020-03-24,3
37,2020-03-28,"Suffolk County, NY",NA,NA,NA,2020-03-24,4
40,2020-03-29,"Suffolk County, NY",NA,NA,NA,2020-03-24,5
44,2020-03-30,"Suffolk County, NY",50.48798665999999,48.20351292240387,48.891610240000006,2020-03-24,6
53,2020-03-31,"Suffolk County, NY",60.89132127,57.887743996581065,58.792439650000006,2020-03-24,7
69,2020-04-01,"Suffolk County, NY",73.43832169000001,69.32768433583935,70.56583318,2020-03-24,8
0,2020-01-22,"Dougherty County, GA",NA,NA,NA,2020-03-27,-65
0,2020-01-23,"Dougherty County, GA",NA,NA,NA,2020-03-27,-64
0,2020-01-24,"Dougherty County, GA",NA,NA,NA,2020-03-27,-63
0,2020-01-25,"Dougherty County, GA",NA,NA,NA,2020-03-27,-62
0,2020-01-26,"Dougherty County, GA",NA,NA,NA,2020-03-27,-61
0,2020-01-27,"Dougherty County, GA",NA,NA,NA,2020-03-27,-60
0,2020-01-28,"Dougherty County, GA",NA,NA,NA,2020-03-27,-59
0,2020-01-29,"Dougherty County, GA",NA,NA,NA,2020-03-27,-58
0,2020-01-30,"Dougherty County, GA",NA,NA,NA,2020-03-27,-57
0,2020-01-31,"Dougherty County, GA",NA,NA,NA,2020-03-27,-56
0,2020-02-01,"Dougherty County, GA",NA,NA,NA,2020-03-27,-55
0,2020-02-02,"Dougherty County, GA",NA,NA,NA,2020-03-27,-54
0,2020-02-03,"Dougherty County, GA",NA,NA,NA,2020-03-27,-53
0,2020-02-04,"Dougherty County, GA",NA,NA,NA,2020-03-27,-52
0,2020-02-05,"Dougherty County, GA",NA,NA,NA,2020-03-27,-51
0,2020-02-06,"Dougherty County, GA",NA,NA,NA,2020-03-27,-50
0,2020-02-07,"Dougherty County, GA",NA,NA,NA,2020-03-27,-49
0,2020-02-08,"Dougherty County, GA",NA,NA,NA,2020-03-27,-48
0,2020-02-09,"Dougherty County, GA",NA,NA,NA,2020-03-27,-47
0,2020-02-10,"Dougherty County, GA",NA,NA,NA,2020-03-27,-46
0,2020-02-11,"Dougherty County, GA",NA,NA,NA,2020-03-27,-45
0,2020-02-12,"Dougherty County, GA",NA,NA,NA,2020-03-27,-44
0,2020-02-13,"Dougherty County, GA",NA,NA,NA,2020-03-27,-43
0,2020-02-14,"Dougherty County, GA",NA,NA,NA,2020-03-27,-42
0,2020-02-15,"Dougherty County, GA",NA,NA,NA,2020-03-27,-41
0,2020-02-16,"Dougherty County, GA",NA,NA,NA,2020-03-27,-40
0,2020-02-17,"Dougherty County, GA",NA,NA,NA,2020-03-27,-39
0,2020-02-18,"Dougherty County, GA",NA,NA,NA,2020-03-27,-38
0,2020-02-19,"Dougherty County, GA",NA,NA,NA,2020-03-27,-37
0,2020-02-20,"Dougherty County, GA",NA,NA,NA,2020-03-27,-36
0,2020-02-21,"Dougherty County, GA",NA,NA,NA,2020-03-27,-35
0,2020-02-22,"Dougherty County, GA",NA,NA,NA,2020-03-27,-34
0,2020-02-23,"Dougherty County, GA",NA,NA,NA,2020-03-27,-33
0,2020-02-24,"Dougherty County, GA",NA,NA,NA,2020-03-27,-32
0,2020-02-25,"Dougherty County, GA",NA,NA,NA,2020-03-27,-31
0,2020-02-26,"Dougherty County, GA",NA,NA,NA,2020-03-27,-30
0,2020-02-27,"Dougherty County, GA",NA,NA,NA,2020-03-27,-29
0,2020-02-28,"Dougherty County, GA",NA,NA,NA,2020-03-27,-28
0,2020-02-29,"Dougherty County, GA",NA,NA,NA,2020-03-27,-27
0,2020-03-01,"Dougherty County, GA",NA,NA,NA,2020-03-27,-26
0,2020-03-02,"Dougherty County, GA",NA,NA,NA,2020-03-27,-25
0,2020-03-03,"Dougherty County, GA",NA,NA,NA,2020-03-27,-24
0,2020-03-04,"Dougherty County, GA",NA,NA,NA,2020-03-27,-23
0,2020-03-05,"Dougherty County, GA",NA,NA,NA,2020-03-27,-22
0,2020-03-06,"Dougherty County, GA",NA,NA,NA,2020-03-27,-21
0,2020-03-07,"Dougherty County, GA",NA,NA,NA,2020-03-27,-20
0,2020-03-08,"Dougherty County, GA",NA,NA,NA,2020-03-27,-19
0,2020-03-09,"Dougherty County, GA",NA,NA,NA,2020-03-27,-18
0,2020-03-10,"Dougherty County, GA",NA,NA,NA,2020-03-27,-17
0,2020-03-11,"Dougherty County, GA",NA,NA,NA,2020-03-27,-16
0,2020-03-12,"Dougherty County, GA",NA,NA,NA,2020-03-27,-15
0,2020-03-13,"Dougherty County, GA",NA,NA,NA,2020-03-27,-14
0,2020-03-14,"Dougherty County, GA",NA,NA,NA,2020-03-27,-13
0,2020-03-15,"Dougherty County, GA",NA,NA,NA,2020-03-27,-12
0,2020-03-16,"Dougherty County, GA",NA,NA,NA,2020-03-27,-11
0,2020-03-17,"Dougherty County, GA",NA,NA,NA,2020-03-27,-10
0,2020-03-18,"Dougherty County, GA",NA,NA,NA,2020-03-27,-9
4,2020-03-19,"Dougherty County, GA",NA,NA,NA,2020-03-27,-8
4,2020-03-20,"Dougherty County, GA",NA,NA,NA,2020-03-27,-7
6,2020-03-21,"Dougherty County, GA",NA,NA,NA,2020-03-27,-6
6,2020-03-22,"Dougherty County, GA",NA,NA,NA,2020-03-27,-5
6,2020-03-23,"Dougherty County, GA",NA,NA,NA,2020-03-27,-4
6,2020-03-24,"Dougherty County, GA",NA,NA,NA,2020-03-27,-3
6,2020-03-25,"Dougherty County, GA",NA,NA,NA,2020-03-27,-2
6,2020-03-26,"Dougherty County, GA",NA,NA,NA,2020-03-27,-1
13,2020-03-27,"Dougherty County, GA",NA,NA,NA,2020-03-27,0
17,2020-03-28,"Dougherty County, GA",NA,NA,NA,2020-03-27,1
17,2020-03-29,"Dougherty County, GA",NA,NA,NA,2020-03-27,2
18,2020-03-30,"Dougherty County, GA",25.912864920000004,21.097589109256614,22.73619198,2020-03-27,3
26,2020-03-31,"Dougherty County, GA",34.620121160000004,25.920161638105064,28.880693739999998,2020-03-27,4
29,2020-04-01,"Dougherty County, GA",46.2531948,31.600248333787935,36.586538020000006,2020-03-27,5
0,2020-01-22,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-66
0,2020-01-23,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-65
0,2020-01-24,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-64
0,2020-01-25,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-63
0,2020-01-26,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-62
0,2020-01-27,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-61
0,2020-01-28,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-60
0,2020-01-29,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-59
0,2020-01-30,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-58
0,2020-01-31,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-57
0,2020-02-01,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-56
0,2020-02-02,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-55
0,2020-02-03,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-54
0,2020-02-04,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-53
0,2020-02-05,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-52
0,2020-02-06,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-51
0,2020-02-07,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-50
0,2020-02-08,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-49
0,2020-02-09,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-48
0,2020-02-10,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-47
0,2020-02-11,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-46
0,2020-02-12,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-45
0,2020-02-13,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-44
0,2020-02-14,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-43
0,2020-02-15,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-42
0,2020-02-16,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-41
0,2020-02-17,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-40
0,2020-02-18,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-39
0,2020-02-19,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-38
0,2020-02-20,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-37
0,2020-02-21,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-36
0,2020-02-22,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-35
0,2020-02-23,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-34
0,2020-02-24,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-33
0,2020-02-25,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-32
0,2020-02-26,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-31
0,2020-02-27,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-30
0,2020-02-28,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-29
0,2020-02-29,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-28
0,2020-03-01,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-27
0,2020-03-02,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-26
0,2020-03-03,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-25
0,2020-03-04,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-24
0,2020-03-05,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-23
0,2020-03-06,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-22
0,2020-03-07,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-21
0,2020-03-08,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-20
0,2020-03-09,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-19
0,2020-03-10,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-18
0,2020-03-11,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-17
0,2020-03-12,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-16
0,2020-03-13,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-15
0,2020-03-14,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-14
1,2020-03-15,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-13
1,2020-03-16,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-12
1,2020-03-17,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-11
1,2020-03-18,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-10
1,2020-03-19,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-9
1,2020-03-20,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-8
2,2020-03-21,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-7
3,2020-03-22,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-6
3,2020-03-23,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-5
4,2020-03-24,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-4
4,2020-03-25,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-3
6,2020-03-26,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-2
9,2020-03-27,"Monmouth County, NJ",NA,NA,NA,2020-03-28,-1
11,2020-03-28,"Monmouth County, NJ",NA,NA,NA,2020-03-28,0
11,2020-03-29,"Monmouth County, NJ",NA,NA,NA,2020-03-28,1
11,2020-03-30,"Monmouth County, NJ",15.806515850000002,14.043787923167509,14.995882320000002,2020-03-28,2
17,2020-03-31,"Monmouth County, NJ",20.040055050000003,17.620843224545666,18.92752136,2020-03-28,3
24,2020-04-01,"Monmouth County, NJ",25.4074845,21.828034942241715,23.761387120000002,2020-03-28,4
0,2020-01-22,"Broward County, FL",NA,NA,NA,2020-03-27,-65
0,2020-01-23,"Broward County, FL",NA,NA,NA,2020-03-27,-64
0,2020-01-24,"Broward County, FL",NA,NA,NA,2020-03-27,-63
0,2020-01-25,"Broward County, FL",NA,NA,NA,2020-03-27,-62
0,2020-01-26,"Broward County, FL",NA,NA,NA,2020-03-27,-61
0,2020-01-27,"Broward County, FL",NA,NA,NA,2020-03-27,-60
0,2020-01-28,"Broward County, FL",NA,NA,NA,2020-03-27,-59
0,2020-01-29,"Broward County, FL",NA,NA,NA,2020-03-27,-58
0,2020-01-30,"Broward County, FL",NA,NA,NA,2020-03-27,-57
0,2020-01-31,"Broward County, FL",NA,NA,NA,2020-03-27,-56
0,2020-02-01,"Broward County, FL",NA,NA,NA,2020-03-27,-55
0,2020-02-02,"Broward County, FL",NA,NA,NA,2020-03-27,-54
0,2020-02-03,"Broward County, FL",NA,NA,NA,2020-03-27,-53
0,2020-02-04,"Broward County, FL",NA,NA,NA,2020-03-27,-52
0,2020-02-05,"Broward County, FL",NA,NA,NA,2020-03-27,-51
0,2020-02-06,"Broward County, FL",NA,NA,NA,2020-03-27,-50
0,2020-02-07,"Broward County, FL",NA,NA,NA,2020-03-27,-49
0,2020-02-08,"Broward County, FL",NA,NA,NA,2020-03-27,-48
0,2020-02-09,"Broward County, FL",NA,NA,NA,2020-03-27,-47
0,2020-02-10,"Broward County, FL",NA,NA,NA,2020-03-27,-46
0,2020-02-11,"Broward County, FL",NA,NA,NA,2020-03-27,-45
0,2020-02-12,"Broward County, FL",NA,NA,NA,2020-03-27,-44
0,2020-02-13,"Broward County, FL",NA,NA,NA,2020-03-27,-43
0,2020-02-14,"Broward County, FL",NA,NA,NA,2020-03-27,-42
0,2020-02-15,"Broward County, FL",NA,NA,NA,2020-03-27,-41
0,2020-02-16,"Broward County, FL",NA,NA,NA,2020-03-27,-40
0,2020-02-17,"Broward County, FL",NA,NA,NA,2020-03-27,-39
0,2020-02-18,"Broward County, FL",NA,NA,NA,2020-03-27,-38
0,2020-02-19,"Broward County, FL",NA,NA,NA,2020-03-27,-37
0,2020-02-20,"Broward County, FL",NA,NA,NA,2020-03-27,-36
0,2020-02-21,"Broward County, FL",NA,NA,NA,2020-03-27,-35
0,2020-02-22,"Broward County, FL",NA,NA,NA,2020-03-27,-34
0,2020-02-23,"Broward County, FL",NA,NA,NA,2020-03-27,-33
0,2020-02-24,"Broward County, FL",NA,NA,NA,2020-03-27,-32
0,2020-02-25,"Broward County, FL",NA,NA,NA,2020-03-27,-31
0,2020-02-26,"Broward County, FL",NA,NA,NA,2020-03-27,-30
0,2020-02-27,"Broward County, FL",NA,NA,NA,2020-03-27,-29
0,2020-02-28,"Broward County, FL",NA,NA,NA,2020-03-27,-28
0,2020-02-29,"Broward County, FL",NA,NA,NA,2020-03-27,-27
0,2020-03-01,"Broward County, FL",NA,NA,NA,2020-03-27,-26
0,2020-03-02,"Broward County, FL",NA,NA,NA,2020-03-27,-25
0,2020-03-03,"Broward County, FL",NA,NA,NA,2020-03-27,-24
0,2020-03-04,"Broward County, FL",NA,NA,NA,2020-03-27,-23
0,2020-03-05,"Broward County, FL",NA,NA,NA,2020-03-27,-22
0,2020-03-06,"Broward County, FL",NA,NA,NA,2020-03-27,-21
0,2020-03-07,"Broward County, FL",NA,NA,NA,2020-03-27,-20
0,2020-03-08,"Broward County, FL",NA,NA,NA,2020-03-27,-19
0,2020-03-09,"Broward County, FL",NA,NA,NA,2020-03-27,-18
0,2020-03-10,"Broward County, FL",NA,NA,NA,2020-03-27,-17
0,2020-03-11,"Broward County, FL",NA,NA,NA,2020-03-27,-16
0,2020-03-12,"Broward County, FL",NA,NA,NA,2020-03-27,-15
0,2020-03-13,"Broward County, FL",NA,NA,NA,2020-03-27,-14
0,2020-03-14,"Broward County, FL",NA,NA,NA,2020-03-27,-13
0,2020-03-15,"Broward County, FL",NA,NA,NA,2020-03-27,-12
1,2020-03-16,"Broward County, FL",NA,NA,NA,2020-03-27,-11
1,2020-03-17,"Broward County, FL",NA,NA,NA,2020-03-27,-10
1,2020-03-18,"Broward County, FL",NA,NA,NA,2020-03-27,-9
1,2020-03-19,"Broward County, FL",NA,NA,NA,2020-03-27,-8
1,2020-03-20,"Broward County, FL",NA,NA,NA,2020-03-27,-7
1,2020-03-21,"Broward County, FL",NA,NA,NA,2020-03-27,-6
3,2020-03-22,"Broward County, FL",NA,NA,NA,2020-03-27,-5
3,2020-03-23,"Broward County, FL",NA,NA,NA,2020-03-27,-4
3,2020-03-24,"Broward County, FL",NA,NA,NA,2020-03-27,-3
3,2020-03-25,"Broward County, FL",NA,NA,NA,2020-03-27,-2
3,2020-03-26,"Broward County, FL",NA,NA,NA,2020-03-27,-1
10,2020-03-27,"Broward County, FL",NA,NA,NA,2020-03-27,0
11,2020-03-28,"Broward County, FL",NA,NA,NA,2020-03-27,1
11,2020-03-29,"Broward County, FL",NA,NA,NA,2020-03-27,2
12,2020-03-30,"Broward County, FL",18.40901533,14.043787923167509,15.57779498,2020-03-27,3
12,2020-03-31,"Broward County, FL",25.61855624,17.620843224545666,20.43136077,2020-03-27,4
13,2020-04-01,"Broward County, FL",35.65157679,21.828034942241715,26.68583701,2020-03-27,5
